date,city,temperature_C,load_shedding_hours,day_of_week
2024-07-02,Karachi,37.0,0.0,Tuesday
2024-07-02,Islamabad,39.5,1.2,Tuesday
2024-07-03,Lahore,37.8,0.15,Wednesday
2024-07-03,Karachi,35.1,0.58,Wednesday
2024-07-03,Islamabad,23.3,6.99,Wednesday
2024-07-04,Lahore,28.7,3.55,Thursday
2024-07-04,Karachi,36.4,2.69,Thursday
2024-07-04,Islamabad,27.9,3.9,Thursday
2024-07-05,Lahore,46.8,0.11,Friday
2024-07-05,Karachi,33.0,4.08,Friday
2024-07-05,Islamabad,33.6,4.18,Friday
2024-07-06,Lahore,34.5,0.54,Saturday
2024-07-06,Karachi,40.2,0.0,Saturday
2024-07-06,Islamabad,28.8,2.07,Saturday
2024-07-07,Lahore,29.6,3.57,Sunday
2024-07-07,Karachi,33.6,3.03,Sunday
2024-07-07,Islamabad,36.7,2.57,Sunday
2024-07-08,Lahore,28.3,4.73,Monday
2024-07-08,Karachi,37.9,0.0,Monday
2024-07-08,Islamabad,30.6,3.95,Monday
2024-07-09,Lahore,27.9,5.41,Tuesday
2024-07-09,Karachi,31.2,2.98,Tuesday
2024-07-09,Islamabad,26.0,3.7,Tuesday
2024-07-10,Lahore,22.3,2.12,Wednesday
2024-07-10,Karachi,40.0,0.07,Wednesday
2024-07-10,Islamabad,21.1,1.26,Wednesday
2024-07-11,Lahore,25.5,1.76,Thursday
2024-07-11,Karachi,40.2,2.81,Thursday
2024-07-11,Islamabad,22.9,7.57,Thursday
2024-07-12,Lahore,36.9,1.37,Friday
2024-07-12,Karachi,19.5,8.19,Friday
2024-07-12,Islamabad,18.7,2.42,Friday
2024-07-13,Lahore,37.2,5.47,Saturday
2024-07-13,Karachi,38.9,2.36,Saturday
2024-07-13,Islamabad,30.6,4.19,Saturday
2024-07-14,Lahore,35.3,2.54,Sunday
2024-07-14,Karachi,32.5,2.49,Sunday
2024-07-14,Islamabad,22.5,3.83,Sunday
2024-07-15,Lahore,18.1,4.83,Monday
2024-07-15,Karachi,27.1,1.84,Monday
2024-07-15,Islamabad,28.1,5.41,Monday
2024-07-16,Lahore,36.4,0.0,Tuesday
2024-07-16,Karachi,27.1,4.9,Tuesday
2024-07-16,Islamabad,21.1,4.15,Tuesday
2024-07-17,Lahore,33.9,0.91,Wednesday
2024-07-17,Karachi,32.5,0.58,Wednesday
2024-07-17,Islamabad,23.4,4.58,Wednesday
2024-07-18,Lahore,18.8,5.52,Thursday
2024-07-18,Karachi,31.9,3.51,Thursday
2024-07-18,Islamabad,28.3,5.32,Thursday
2024-07-19,Lahore,30.9,2.21,Friday
2024-07-19,Karachi,32.6,3.38,Friday
2024-07-19,Islamabad,27.3,3.51,Friday
2024-07-20,Lahore,25.1,2.82,Saturday
2024-07-20,Karachi,25.0,6.46,Saturday
2024-07-20,Islamabad,19.5,3.7,Saturday
2024-07-21,Lahore,25.0,5.18,Sunday
2024-07-21,Karachi,30.5,4.78,Sunday
2024-07-21,Islamabad,23.0,4.59,Sunday
2024-07-22,Lahore,24.2,7.19,Monday
2024-07-22,Karachi,26.1,4.12,Monday
2024-07-22,Islamabad,30.8,3.49,Monday
2024-07-23,Lahore,28.7,3.02,Tuesday
2024-07-23,Karachi,32.2,2.41,Tuesday
2024-07-23,Islamabad,32.8,5.85,Tuesday
2024-07-24,Lahore,26.1,1.6,Wednesday
2024-07-24,Karachi,31.6,6.61,Wednesday
2024-07-24,Islamabad,22.2,6.76,Wednesday
2024-07-25,Lahore,41.7,0.21,Thursday
2024-07-25,Karachi,34.8,4.64,Thursday
2024-07-25,Islamabad,24.7,3.57,Thursday
2024-07-26,Lahore,25.9,2.16,Friday
2024-07-26,Karachi,28.8,1.37,Friday
2024-07-26,Islamabad,27.2,2.31,Friday
2024-07-27,Lahore,31.6,0.39,Saturday
2024-07-27,Karachi,33.7,3.64,Saturday
2024-07-27,Islamabad,15.0,6.05,Saturday
2024-07-28,Lahore,38.6,0.0,Sunday
2024-07-28,Karachi,40.4,1.9,Sunday
2024-07-28,Islamabad,22.8,4.12,Sunday
2024-07-29,Lahore,33.9,2.46,Monday
2024-07-29,Karachi,34.7,0.84,Monday
2024-07-29,Islamabad,28.0,1.21,Monday
2024-07-30,Lahore,29.2,1.77,Tuesday
2024-07-30,Karachi,28.3,5.13,Tuesday
2024-07-30,Islamabad,33.5,3.32,Tuesday
2024-07-31,Lahore,22.4,3.8,Wednesday
2024-07-31,Karachi,38.1,1.87,Wednesday
2024-07-31,Islamabad,40.9,1.77,Wednesday
2024-08-01,Lahore,31.3,2.31,Thursday
2024-08-01,Karachi,32.7,2.33,Thursday
2024-08-01,Islamabad,31.2,4.23,Thursday
2024-08-02,Lahore,24.5,1.92,Friday
2024-08-02,Karachi,22.8,4.96,Friday
2024-08-02,Islamabad,20.4,1.37,Friday
2024-08-03,Lahore,32.7,6.29,Saturday
2024-08-03,Karachi,32.0,3.93,Saturday
2024-08-03,Islamabad,27.5,3.27,Saturday
2024-08-04,Lahore,36.4,1.49,Sunday
2024-08-04,Karachi,33.3,2.93,Sunday
2024-08-04,Islamabad,23.0,5.66,Sunday
2024-08-05,Lahore,28.8,2.07,Monday
2024-08-05,Karachi,34.7,0.87,Monday
2024-08-05,Islamabad,27.2,3.46,Monday
2024-08-06,Lahore,37.6,2.45,Tuesday
2024-08-06,Karachi,31.9,3.91,Tuesday
2024-08-06,Islamabad,35.3,2.95,Tuesday
2024-08-07,Lahore,30.1,1.02,Wednesday
2024-08-07,Karachi,26.7,3.1,Wednesday
2024-08-07,Islamabad,23.3,3.83,Wednesday
2024-08-08,Lahore,30.4,3.73,Thursday
2024-08-08,Karachi,31.6,3.46,Thursday
2024-08-08,Islamabad,27.4,0.47,Thursday
2024-08-09,Lahore,23.4,3.88,Friday
2024-08-09,Karachi,26.0,4.57,Friday
2024-08-09,Islamabad,36.2,3.8,Friday
2024-08-10,Lahore,28.5,5.49,Saturday
2024-08-10,Karachi,32.7,2.04,Saturday
2024-08-10,Islamabad,23.3,3.66,Saturday
2024-08-11,Lahore,27.3,3.71,Sunday
2024-08-11,Karachi,32.8,2.54,Sunday
2024-08-11,Islamabad,29.6,4.85,Sunday
2024-08-12,Lahore,36.6,0.0,Monday
2024-08-12,Karachi,19.2,6.2,Monday
2024-08-12,Islamabad,18.8,4.53,Monday
2024-08-13,Lahore,21.8,1.66,Tuesday
2024-08-13,Karachi,34.7,3.35,Tuesday
2024-08-13,Islamabad,23.5,0.19,Tuesday
2024-08-14,Lahore,26.2,4.22,Wednesday
2024-08-14,Karachi,24.6,4.17,Wednesday
2024-08-14,Islamabad,26.9,4.38,Wednesday
2024-08-15,Lahore,30.8,1.4,Thursday
2024-08-15,Karachi,38.0,1.43,Thursday
2024-08-15,Islamabad,26.8,2.13,Thursday
2024-08-16,Lahore,26.9,2.19,Friday
2024-08-16,Karachi,31.1,5.38,Friday
2024-08-16,Islamabad,18.8,2.45,Friday
2024-08-17,Lahore,40.3,0.97,Saturday
2024-08-17,Karachi,28.7,4.78,Saturday
2024-08-17,Islamabad,23.4,6.84,Saturday
2024-08-18,Lahore,34.7,1.48,Sunday
2024-08-18,Karachi,42.8,0.0,Sunday
2024-08-18,Islamabad,31.5,3.21,Sunday
2024-08-19,Lahore,39.1,3.82,Monday
2024-08-19,Karachi,32.2,1.51,Monday
2024-08-19,Islamabad,29.8,2.02,Monday
2024-08-20,Lahore,44.1,0.86,Tuesday
2024-08-20,Karachi,30.2,3.25,Tuesday
2024-08-20,Islamabad,18.9,3.39,Tuesday
2024-08-21,Lahore,38.4,0.61,Wednesday
2024-08-21,Karachi,26.8,4.34,Wednesday
2024-08-21,Islamabad,34.1,3.39,Wednesday
2024-08-22,Lahore,37.0,0.7,Thursday
2024-08-22,Karachi,24.9,6.1,Thursday
2024-08-22,Islamabad,25.1,3.45,Thursday
2024-08-23,Lahore,39.3,2.28,Friday
2024-08-23,Karachi,34.3,5.53,Friday
2024-08-23,Islamabad,23.1,5.54,Friday
2024-08-24,Lahore,30.4,3.34,Saturday
2024-08-24,Karachi,39.6,2.15,Saturday
2024-08-24,Islamabad,30.2,4.57,Saturday
2024-08-25,Lahore,27.4,2.17,Sunday
2024-08-25,Karachi,26.8,0.59,Sunday
2024-08-25,Islamabad,39.3,0.0,Sunday
2024-08-26,Lahore,28.5,2.84,Monday
2024-08-26,Karachi,33.5,3.63,Monday
2024-08-26,Islamabad,32.2,1.76,Monday
2024-08-27,Lahore,28.8,3.62,Tuesday
2024-08-27,Karachi,30.8,5.28,Tuesday
2024-08-27,Islamabad,29.9,4.11,Tuesday
2024-08-28,Lahore,34.6,3.99,Wednesday
2024-08-28,Karachi,32.9,0.57,Wednesday
2024-08-28,Islamabad,29.4,2.12,Wednesday
2024-08-29,Lahore,26.3,4.5,Thursday
2024-08-29,Karachi,38.2,1.67,Thursday
2024-08-29,Islamabad,28.9,5.74,Thursday
2024-08-30,Lahore,31.7,6.62,Friday
2024-08-30,Karachi,34.8,0.0,Friday
2024-08-30,Islamabad,31.5,3.32,Friday
2024-08-31,Lahore,39.0,2.51,Saturday
2024-08-31,Karachi,31.3,0.95,Saturday
2024-08-31,Islamabad,25.7,2.43,Saturday
2024-09-01,Lahore,25.9,4.56,Sunday
2024-09-01,Karachi,40.3,1.87,Sunday
2024-09-01,Islamabad,19.8,5.36,Sunday
2024-09-02,Lahore,38.4,0.69,Monday
2024-09-02,Karachi,31.3,2.8,Monday
2024-09-02,Islamabad,22.3,5.26,Monday
2024-09-03,Lahore,29.2,3.77,Tuesday
2024-09-03,Karachi,27.6,2.75,Tuesday
2024-09-03,Islamabad,31.3,2.22,Tuesday
2024-09-04,Lahore,42.1,0.39,Wednesday
2024-09-04,Karachi,33.1,3.88,Wednesday
2024-09-04,Islamabad,18.5,2.28,Wednesday
2024-09-05,Lahore,19.3,6.67,Thursday
2024-09-05,Karachi,29.2,6.96,Thursday
2024-09-05,Islamabad,23.6,4.34,Thursday
2024-09-06,Lahore,40.8,4.21,Friday
2024-09-06,Karachi,42.3,2.76,Friday
2024-09-06,Islamabad,33.1,3.36,Friday
2024-09-07,Lahore,35.4,1.27,Saturday
2024-09-07,Karachi,27.9,3.34,Saturday
2024-09-07,Islamabad,26.0,2.99,Saturday
2024-09-08,Lahore,34.9,3.62,Sunday
2024-09-08,Karachi,32.4,4.81,Sunday
2024-09-08,Islamabad,20.1,4.35,Sunday
2024-09-09,Lahore,25.0,1.04,Monday
2024-09-09,Karachi,31.6,2.55,Monday
2024-09-09,Islamabad,36.1,2.93,Monday
2024-09-10,Lahore,22.8,6.98,Tuesday
2024-09-10,Karachi,38.1,2.52,Tuesday
2024-09-10,Islamabad,25.6,2.29,Tuesday
2024-09-11,Lahore,27.4,5.07,Wednesday
2024-09-11,Karachi,41.4,3.41,Wednesday
2024-09-11,Islamabad,24.1,2.31,Wednesday
2024-09-12,Lahore,31.0,0.18,Thursday
2024-09-12,Karachi,33.6,2.18,Thursday
2024-09-12,Islamabad,24.2,1.57,Thursday
2024-09-13,Lahore,33.6,1.6,Friday
2024-09-13,Karachi,26.2,0.0,Friday
2024-09-13,Islamabad,26.8,6.19,Friday
2024-09-14,Lahore,41.6,0.38,Saturday
2024-09-14,Karachi,29.0,3.87,Saturday
2024-09-14,Islamabad,21.0,4.95,Saturday
2024-09-15,Lahore,35.4,3.95,Sunday
2024-09-15,Karachi,31.5,2.44,Sunday
2024-09-15,Islamabad,21.7,3.14,Sunday
2024-09-16,Lahore,28.4,3.82,Monday
2024-09-16,Karachi,36.6,0.7,Monday
2024-09-16,Islamabad,36.0,1.6,Monday
2024-09-17,Lahore,29.9,1.9,Tuesday
2024-09-17,Karachi,19.9,6.01,Tuesday
2024-09-17,Islamabad,31.4,2.34,Tuesday
2024-09-18,Lahore,30.5,3.7,Wednesday
2024-09-18,Karachi,24.2,3.18,Wednesday
2024-09-18,Islamabad,31.8,0.82,Wednesday
2024-09-19,Lahore,32.1,0.62,Thursday
2024-09-19,Karachi,34.3,2.22,Thursday
2024-09-19,Islamabad,17.3,6.86,Thursday
2024-09-20,Lahore,24.9,2.64,Friday
2024-09-20,Karachi,33.0,4.22,Friday
2024-09-20,Islamabad,20.9,4.61,Friday
2024-09-21,Lahore,33.0,3.54,Saturday
2024-09-21,Karachi,32.9,1.97,Saturday
2024-09-21,Islamabad,22.0,4.46,Saturday
2024-09-22,Lahore,22.5,0.0,Sunday
2024-09-22,Karachi,34.2,3.66,Sunday
2024-09-22,Islamabad,12.8,4.35,Sunday
2024-09-23,Lahore,34.3,5.36,Monday
2024-09-23,Karachi,32.1,1.56,Monday
2024-09-23,Islamabad,25.9,5.75,Monday
2024-09-24,Lahore,25.5,2.55,Tuesday
2024-09-24,Karachi,29.6,1.64,Tuesday
2024-09-24,Islamabad,27.7,5.81,Tuesday
2024-09-25,Lahore,32.3,2.24,Wednesday
2024-09-25,Karachi,30.5,0.57,Wednesday
2024-09-25,Islamabad,32.3,2.5,Wednesday
2024-09-26,Lahore,28.7,8.0,Thursday
2024-09-26,Karachi,33.5,1.29,Thursday
2024-09-26,Islamabad,24.4,5.65,Thursday
2024-09-27,Lahore,30.8,0.71,Friday
2024-09-27,Karachi,36.6,0.9,Friday
2024-09-27,Islamabad,38.2,3.25,Friday
2024-09-28,Lahore,26.9,5.44,Saturday
2024-09-28,Karachi,32.3,3.89,Saturday
2024-09-28,Islamabad,29.9,1.75,Saturday
2024-09-29,Lahore,25.5,5.3,Sunday
2024-09-29,Karachi,30.3,2.34,Sunday
2024-09-29,Islamabad,21.3,5.09,Sunday
2024-09-30,Lahore,44.4,0.0,Monday
2024-09-30,Karachi,32.1,4.76,Monday
2024-09-30,Islamabad,26.5,4.26,Monday
2024-10-01,Lahore,22.6,4.88,Tuesday
2024-10-01,Karachi,31.1,4.3,Tuesday
2024-10-01,Islamabad,34.1,6.2,Tuesday
2024-10-02,Lahore,34.1,2.81,Wednesday
2024-10-02,Karachi,33.0,1.97,Wednesday
2024-10-02,Islamabad,29.0,2.72,Wednesday
2024-10-03,Lahore,31.2,4.78,Thursday
2024-10-03,Karachi,27.0,5.22,Thursday
2024-10-03,Islamabad,34.9,2.01,Thursday
2024-10-04,Lahore,15.1,4.56,Friday
2024-10-04,Karachi,38.5,1.55,Friday
2024-10-04,Islamabad,21.0,3.74,Friday
2024-10-05,Lahore,35.9,2.84,Saturday
2024-10-05,Karachi,30.8,2.32,Saturday
2024-10-05,Islamabad,24.6,2.51,Saturday
2024-10-06,Lahore,41.3,0.63,Sunday
2024-10-06,Karachi,38.1,3.93,Sunday
2024-10-06,Islamabad,33.0,1.85,Sunday
2024-10-07,Lahore,32.8,2.49,Monday
2024-10-07,Karachi,27.5,3.91,Monday
2024-10-07,Islamabad,19.9,6.46,Monday
2024-10-08,Lahore,26.7,3.84,Tuesday
2024-10-08,Karachi,33.4,2.04,Tuesday
2024-10-08,Islamabad,30.5,2.2,Tuesday
2024-10-09,Lahore,36.1,0.0,Wednesday
2024-10-09,Karachi,32.6,5.47,Wednesday
2024-10-09,Islamabad,21.0,3.48,Wednesday
2024-10-10,Lahore,33.6,2.67,Thursday
2024-10-10,Karachi,33.8,3.11,Thursday
2024-10-10,Islamabad,30.8,4.53,Thursday
2024-10-11,Lahore,32.9,2.16,Friday
2024-10-11,Karachi,35.4,4.96,Friday
2024-10-11,Islamabad,26.2,2.17,Friday
2024-10-12,Lahore,37.7,1.53,Saturday
2024-10-12,Karachi,21.1,5.75,Saturday
2024-10-12,Islamabad,23.8,3.9,Saturday
2024-10-13,Lahore,32.3,2.9,Sunday
2024-10-13,Karachi,35.5,1.42,Sunday
2024-10-13,Islamabad,30.1,2.6,Sunday
2024-10-14,Lahore,35.2,3.06,Monday
2024-10-14,Karachi,27.3,5.08,Monday
2024-10-14,Islamabad,23.8,5.25,Monday
2024-10-15,Lahore,32.6,5.33,Tuesday
2024-10-15,Karachi,30.9,2.33,Tuesday
2024-10-15,Islamabad,26.9,3.06,Tuesday
2024-10-16,Lahore,35.6,0.0,Wednesday
2024-10-16,Karachi,26.7,1.94,Wednesday
2024-10-16,Islamabad,32.7,5.12,Wednesday
2024-10-17,Lahore,29.3,2.87,Thursday
2024-10-17,Karachi,32.4,4.35,Thursday
2024-10-17,Islamabad,21.4,4.78,Thursday
2024-10-18,Lahore,36.8,2.61,Friday
2024-10-18,Karachi,32.9,4.01,Friday
2024-10-18,Islamabad,10.8,7.22,Friday
2024-10-19,Lahore,25.4,1.02,Saturday
2024-10-19,Karachi,34.6,4.3,Saturday
2024-10-19,Islamabad,26.2,5.07,Saturday
2024-10-20,Lahore,41.3,3.09,Sunday
2024-10-20,Karachi,40.2,2.41,Sunday
2024-10-20,Islamabad,27.5,1.02,Sunday
2024-10-21,Lahore,28.3,2.02,Monday
2024-10-21,Karachi,42.9,0.59,Monday
2024-10-21,Islamabad,27.7,4.2,Monday
2024-10-22,Lahore,30.3,5.49,Tuesday
2024-10-22,Karachi,28.9,3.48,Tuesday
2024-10-22,Islamabad,22.5,2.26,Tuesday
2024-10-23,Lahore,25.7,3.66,Wednesday
2024-10-23,Karachi,29.9,1.99,Wednesday
2024-10-23,Islamabad,18.6,4.78,Wednesday
2024-10-24,Lahore,19.5,5.9,Thursday
2024-10-24,Karachi,32.4,0.41,Thursday
2024-10-24,Islamabad,25.1,2.68,Thursday
2024-10-25,Lahore,32.2,4.64,Friday
2024-10-25,Karachi,22.6,4.4,Friday
2024-10-25,Islamabad,26.0,4.67,Friday
2024-10-26,Lahore,31.5,1.62,Saturday
2024-10-26,Karachi,30.4,1.74,Saturday
2024-10-26,Islamabad,33.5,2.46,Saturday
2024-10-27,Lahore,43.3,0.69,Sunday
2024-10-27,Karachi,28.5,0.99,Sunday
2024-10-27,Islamabad,16.2,2.93,Sunday
2024-10-28,Lahore,31.9,3.45,Monday
2024-10-28,Karachi,24.1,5.33,Monday
2024-10-28,Islamabad,24.1,4.2,Monday
2024-10-29,Lahore,41.3,2.46,Tuesday
2024-10-29,Karachi,30.7,1.55,Tuesday
2024-10-29,Islamabad,14.1,4.57,Tuesday
2024-10-30,Lahore,28.5,1.77,Wednesday
2024-10-30,Karachi,31.3,2.89,Wednesday
2024-10-30,Islamabad,25.7,2.75,Wednesday
2024-10-31,Lahore,31.2,3.47,Thursday
2024-10-31,Karachi,26.5,5.69,Thursday
2024-10-31,Islamabad,26.4,3.63,Thursday
2024-11-01,Lahore,35.0,2.52,Friday
2024-11-01,Karachi,36.8,2.3,Friday
2024-11-01,Islamabad,23.3,4.65,Friday
2024-11-02,Lahore,22.0,4.5,Saturday
2024-11-02,Karachi,31.8,2.38,Saturday
2024-11-02,Islamabad,26.2,0.81,Saturday
2024-11-03,Lahore,26.2,3.78,Sunday
2024-11-03,Karachi,32.8,0.99,Sunday
2024-11-03,Islamabad,34.6,0.94,Sunday
2024-11-04,Lahore,36.8,2.51,Monday
2024-11-04,Karachi,28.8,5.87,Monday
2024-11-04,Islamabad,19.8,6.07,Monday
2024-11-05,Lahore,37.0,0.83,Tuesday
2024-11-05,Karachi,39.0,1.13,Tuesday
2024-11-05,Islamabad,28.7,3.6,Tuesday
2024-11-06,Lahore,29.1,4.37,Wednesday
2024-11-06,Karachi,36.0,0.0,Wednesday
2024-11-06,Islamabad,34.8,0.0,Wednesday
2024-11-07,Lahore,37.2,3.49,Thursday
2024-11-07,Karachi,26.5,2.96,Thursday
2024-11-07,Islamabad,20.4,4.28,Thursday
2024-11-08,Lahore,27.8,4.53,Friday
2024-11-08,Karachi,38.6,3.67,Friday
2024-11-08,Islamabad,23.6,3.75,Friday
2024-11-09,Lahore,18.2,3.76,Saturday
2024-11-09,Karachi,36.8,4.29,Saturday
2024-11-09,Islamabad,19.6,3.85,Saturday
2024-11-10,Lahore,29.8,3.45,Sunday
2024-11-10,Karachi,28.0,3.98,Sunday
2024-11-10,Islamabad,24.2,3.95,Sunday
2024-11-11,Lahore,33.8,2.37,Monday
2024-11-11,Karachi,29.8,2.87,Monday
2024-11-11,Islamabad,26.5,3.03,Monday
2024-11-12,Lahore,28.2,5.7,Tuesday
2024-11-12,Karachi,34.8,1.76,Tuesday
2024-11-12,Islamabad,31.2,2.3,Tuesday
2024-11-13,Lahore,38.2,2.19,Wednesday
2024-11-13,Karachi,31.5,3.43,Wednesday
2024-11-13,Islamabad,17.6,3.38,Wednesday
2024-11-14,Lahore,21.6,4.61,Thursday
2024-11-14,Karachi,40.7,4.57,Thursday
2024-11-14,Islamabad,30.8,3.61,Thursday
2024-11-15,Lahore,17.4,4.29,Friday
2024-11-15,Karachi,28.1,2.39,Friday
2024-11-15,Islamabad,26.0,2.96,Friday
2024-11-16,Lahore,16.1,6.43,Saturday
2024-11-16,Karachi,26.6,3.92,Saturday
2024-11-16,Islamabad,39.4,0.05,Saturday
2024-11-17,Lahore,12.3,5.52,Sunday
2024-11-17,Karachi,37.5,4.69,Sunday
2024-11-17,Islamabad,19.6,5.47,Sunday
2024-11-18,Lahore,26.7,3.38,Monday
2024-11-18,Karachi,45.2,0.0,Monday
2024-11-18,Islamabad,28.5,3.95,Monday
2024-11-19,Lahore,37.6,1.88,Tuesday
2024-11-19,Karachi,33.5,1.82,Tuesday
2024-11-19,Islamabad,28.6,2.72,Tuesday
2024-11-20,Lahore,34.4,1.72,Wednesday
2024-11-20,Karachi,33.9,2.31,Wednesday
2024-11-20,Islamabad,33.8,2.3,Wednesday
2024-11-21,Lahore,17.6,6.96,Thursday
2024-11-21,Karachi,27.5,2.44,Thursday
2024-11-21,Islamabad,23.4,6.16,Thursday
2024-11-22,Lahore,15.1,10.2,Friday
2024-11-22,Karachi,37.3,2.12,Friday
2024-11-22,Islamabad,26.7,3.98,Friday
2024-11-23,Lahore,33.6,3.36,Saturday
2024-11-23,Karachi,34.8,2.34,Saturday
2024-11-23,Islamabad,25.8,3.47,Saturday
2024-11-24,Lahore,28.6,4.93,Sunday
2024-11-24,Karachi,35.0,0.0,Sunday
2024-11-24,Islamabad,30.9,3.14,Sunday
2024-11-25,Lahore,29.9,2.44,Monday
2024-11-25,Karachi,37.6,3.15,Monday
2024-11-25,Islamabad,22.4,4.88,Monday
2024-11-26,Lahore,23.2,2.06,Tuesday
2024-11-26,Karachi,28.9,4.48,Tuesday
2024-11-26,Islamabad,32.7,3.32,Tuesday
2024-11-27,Lahore,35.1,2.93,Wednesday
2024-11-27,Karachi,28.8,3.85,Wednesday
2024-11-27,Islamabad,31.8,3.83,Wednesday
2024-11-28,Lahore,38.3,2.68,Thursday
2024-11-28,Karachi,33.8,3.98,Thursday
2024-11-28,Islamabad,26.8,2.2,Thursday
2024-11-29,Lahore,28.9,2.07,Friday
2024-11-29,Karachi,28.6,3.01,Friday
2024-11-29,Islamabad,22.2,3.83,Friday
2024-11-30,Lahore,16.7,5.53,Saturday
2024-11-30,Karachi,32.0,1.44,Saturday
2024-11-30,Islamabad,31.0,4.25,Saturday
2024-12-01,Lahore,18.7,3.73,Sunday
2024-12-01,Karachi,28.2,1.9,Sunday
2024-12-01,Islamabad,32.0,2.38,Sunday
2024-12-02,Lahore,28.1,0.3,Monday
2024-12-02,Karachi,35.2,0.28,Monday
2024-12-02,Islamabad,27.4,3.86,Monday
2024-12-03,Lahore,39.5,0.0,Tuesday
2024-12-03,Karachi,16.9,5.46,Tuesday
2024-12-03,Islamabad,37.8,3.56,Tuesday
2024-12-04,Lahore,31.5,2.02,Wednesday
2024-12-04,Karachi,36.0,0.53,Wednesday
2024-12-04,Islamabad,29.9,3.78,Wednesday
2024-12-05,Lahore,37.4,5.9,Thursday
2024-12-05,Karachi,34.0,1.58,Thursday
2024-12-05,Islamabad,26.8,0.87,Thursday
2024-12-06,Lahore,25.1,3.2,Friday
2024-12-06,Karachi,29.4,3.33,Friday
2024-12-06,Islamabad,22.1,6.0,Friday
2024-12-07,Lahore,30.0,2.99,Saturday
2024-12-07,Karachi,30.4,3.17,Saturday
2024-12-07,Islamabad,32.0,1.37,Saturday
2024-12-08,Lahore,25.4,3.31,Sunday
2024-12-08,Karachi,25.3,2.56,Sunday
2024-12-08,Islamabad,24.1,5.29,Sunday
2024-12-09,Lahore,31.8,2.98,Monday
2024-12-09,Karachi,36.3,1.75,Monday
2024-12-09,Islamabad,29.3,2.95,Monday
2024-12-10,Lahore,31.9,1.82,Tuesday
2024-12-10,Karachi,19.8,4.5,Tuesday
2024-12-10,Islamabad,35.5,3.47,Tuesday
2024-12-11,Lahore,36.8,3.73,Wednesday
2024-12-11,Karachi,32.4,2.89,Wednesday
2024-12-11,Islamabad,23.3,3.64,Wednesday
2024-12-12,Lahore,34.3,4.09,Thursday
2024-12-12,Karachi,31.3,2.11,Thursday
2024-12-12,Islamabad,27.0,4.4,Thursday
2024-12-13,Lahore,19.9,1.24,Friday
2024-12-13,Karachi,29.2,1.29,Friday
2024-12-13,Islamabad,24.0,3.79,Friday
2024-12-14,Lahore,26.8,5.71,Saturday
2024-12-14,Karachi,33.6,2.85,Saturday
2024-12-14,Islamabad,30.7,1.17,Saturday
2024-12-15,Lahore,37.3,1.67,Sunday
2024-12-15,Karachi,35.4,0.5,Sunday
2024-12-15,Islamabad,17.7,6.28,Sunday
2024-12-16,Lahore,32.6,1.21,Monday
2024-12-16,Karachi,27.7,5.08,Monday
2024-12-16,Islamabad,19.9,7.15,Monday
2024-12-17,Lahore,23.7,5.01,Tuesday
2024-12-17,Karachi,30.4,3.85,Tuesday
2024-12-17,Islamabad,23.7,3.8,Tuesday
2024-12-18,Lahore,30.3,1.45,Wednesday
2024-12-18,Karachi,35.7,1.28,Wednesday
2024-12-18,Islamabad,25.6,2.24,Wednesday
2024-12-19,Lahore,12.1,5.7,Thursday
2024-12-19,Karachi,44.1,1.83,Thursday
2024-12-19,Islamabad,26.9,3.12,Thursday
2024-12-20,Lahore,30.2,3.79,Friday
2024-12-20,Karachi,26.1,5.32,Friday
2024-12-20,Islamabad,31.3,3.86,Friday
2024-12-21,Lahore,33.1,2.52,Saturday
2024-12-21,Karachi,35.4,2.99,Saturday
2024-12-21,Islamabad,24.9,2.99,Saturday
2024-12-22,Lahore,30.7,5.2,Sunday
2024-12-22,Karachi,25.8,1.5,Sunday
2024-12-22,Islamabad,28.0,3.41,Sunday
2024-12-23,Lahore,31.2,3.16,Monday
2024-12-23,Karachi,30.9,5.09,Monday
2024-12-23,Islamabad,17.4,3.86,Monday
2024-12-24,Lahore,29.3,0.66,Tuesday
2024-12-24,Karachi,31.1,5.31,Tuesday
2024-12-24,Islamabad,27.1,3.83,Tuesday
2024-12-25,Lahore,21.2,3.55,Wednesday
2024-12-25,Karachi,30.1,2.5,Wednesday
2024-12-25,Islamabad,34.7,3.05,Wednesday
2024-12-26,Lahore,22.2,4.67,Thursday
2024-12-26,Karachi,34.5,3.96,Thursday
2024-12-26,Islamabad,36.5,0.4,Thursday
2024-12-27,Lahore,24.3,2.06,Friday
2024-12-27,Karachi,30.8,3.56,Friday
2024-12-27,Islamabad,32.9,2.4,Friday
2024-12-28,Lahore,27.8,3.6,Saturday
2024-12-28,Karachi,27.8,6.5,Saturday
2024-12-28,Islamabad,17.4,5.38,Saturday
2024-12-29,Lahore,44.2,0.65,Sunday
2024-12-29,Karachi,31.0,2.29,Sunday
2024-12-29,Islamabad,25.9,5.74,Sunday
2024-12-30,Lahore,14.5,7.88,Monday
2024-12-30,Karachi,24.9,3.45,Monday
2024-12-30,Islamabad,24.4,4.81,Monday
